FMAID,Parent ID
85517,4679
3955,4690
4065,4690
3993,4691
4696,4691
4697,4692
4693,4692
4709,4719
4711,4719
4710,4719
78123,4722
78122,4722
4761,4723
4751,4723
4762,4724
4754,4724
4755,4725
4763,4725
4756,4727
4764,4727
4765,4728
4757,4728
4766,4729
4758,4729
4769,4730
4770,4730
4785,4731
4771,4731
4772,4732
4786,4732
4776,4733
4788,4733
4777,4734
4791,4734
4792,4735
4778,4735
4787,4736
4773,4736
4774,4737
4789,4737
4790,4738
4775,4738
4779,4739
4793,4739
4794,4740
4780,4740
4795,4741
4781,4741
4782,4742
4796,4742
4783,4744
4798,4744
4799,4745
4880,4745
4760,4746
4836,4746
62834,4748
62833,4748
62832,4748
4942,4749
4837,4749
29711,4767
50783,4767
323261,4767
44348,4767
18933,4767
323254,4767
50795,4767
77500,4767
50799,4767
50803,4767
29712,4767
327153,4767
19607,4767
323257,4767
29710,4767
4818,4767
327476,4767
18935,4767
4821,4767
50797,4767
50822,4767
4812,4767
18934,4767
50944,4767
302761,4767
4815,4767
50796,4767
302302,4767
29713,4767
44549,4767
4820,4767
63194,4818
12534,4858
321718,4858
12530,4858
4745,4858
12529,4858
321719,4858
12533,4858
12528,4858
12536,4858
12532,4858
12535,4858
12531,4858
12538,4862
12542,4862
12546,4862
12537,4862
12545,4862
12541,4862
12540,4862
12544,4862
12539,4862
12543,4862
12547,4862
12555,4863
12551,4863
12558,4863
12550,4863
12549,4863
12554,4863
12557,4863
12553,4863
12548,4863
12552,4863
12556,4863
12564,4864
12568,4864
12559,4864
12567,4864
12563,4864
12566,4864
12562,4864
12565,4864
12569,4864
12561,4864
12560,4864
12581,4865
12572,4865
12576,4865
12579,4865
12580,4865
12575,4865
12574,4865
12578,4865
12582,4865
12573,4865
12577,4865
12589,4866
12585,4866
12593,4866
12584,4866
12588,4866
12592,4866
12587,4866
12591,4866
12586,4866
12590,4866
12594,4866
12602,4868
12597,4868
12601,4868
12605,4868
12596,4868
12604,4868
12600,4868
12599,4868
12603,4868
12595,4868
12598,4868
18943,4869
12847,4869
19002,4869
12849,4870
18949,4870
19008,4870
10878,4871
12610,4871
12609,4871
10718,4871
12608,4871
10864,4871
4808,4871
10885,4871
14435,4871
10850,4871
10746,4871
10733,4871
12850,4881
18937,4881
18996,4881
4870,4881
4869,4881
7475,5018
7474,5018
7477,5018
326476,5018
7476,5018
328100,5022
9616,5022
58274,5022
9617,5022
9634,5023
76866,5023
9630,5023
67719,5023
58616,5023
74054,5023
27935,5023
65896,5024
223649,5024
5836,5027
5833,5027
5838,5027
5839,5027
68443,5028
16681,5029
5855,5029
5857,5029
73224,5029
62091,5029
222853,5029
77814,5029
5853,5029
5856,5029
37354,5029
5852,5029
321555,5034
12768,5034
277252,5034
322328,5034
12767,5034
61212,5034
277227,5034
12787,5034
35081,5035
35082,5035
44302,5036
323425,5036
73229,5038
73228,5038
6219,5731
6220,5731
235548,5842
235550,5842
14214,5846
14213,5846
14212,5848
14211,5848
14210,5848
5933,5849
5934,5849
234675,5850
234669,5850
234611,5850
234651,5850
234605,5850
234629,5850
234681,5850
234603,5850
234657,5850
234617,5850
234645,5850
234623,5850
234663,5850
234707,5851
234222,5851
234224,5851
14201,5851
234693,5851
5860,5858
5862,5858
5859,5858
5864,5858
5861,5858
5863,5858
6448,5859
6443,5859
6447,5859
6440,5859
6445,5859
6449,5859
6446,5859
6444,5859
6312,5860
6167,5860
6169,5860
6290,5860
6309,5860
6306,5860
6171,5860
6037,5860
6299,5860
6293,5860
6302,5860
6296,5860
6415,5861
6172,5861
6414,5861
6416,5861
6176,5861
6425,5862
6423,5862
6427,5862
6424,5862
6426,5862
6438,5863
6439,5863
50867,5865
5731,5865
50871,5865
50866,5865
50870,5865
50869,5865
50865,5865
50864,5865
50868,5865
5883,5866
323343,5866
6258,5866
5875,5874
5876,5874
12686,5875
14056,5875
14055,5876
65985,5876
65909,5876
6280,5883
6287,5883
16901,5883
6288,5883
5885,5884
5889,5884
54502,5884
77513,5885
5888,5885
5887,5885
6005,5888
6009,5888
6006,5888
6008,5888
6007,5888
323347,5889
5890,5889
5894,5889
323344,5889
5891,5890
323348,5890
5892,5890
6567,5891
6472,5891
6473,5891
6471,5891
6276,5891
6470,5891
77590,5892
77589,5892
5893,5892
80131,5892
77570,5892
327505,5892
5896,5894
5895,5894
6964,5895
6966,5895
6967,5895
77591,5895
6965,5895
281636,5897
322585,5897
67552,5897
84926,5897
9338,5897
321779,5897
293129,5897
11337,5898
67394,5898
9649,5898
64988,5898
5901,5898
7490,5898
312298,5900
5910,5901
65171,5901
77572,5901
77530,5901
77521,5901
77533,5901
323416,5901
78579,5901
5903,5901
52180,5901
323323,5901
77574,5901
77553,5901
77535,5901
52183,5901
77528,5901
302765,5902
302767,5902
69386,5902
327156,5902
72217,5902
45356,5903
5904,5903
65606,5903
5905,5903
5907,5905
5906,5905
45244,5906
45245,5906
20675,5908
20674,5908
63661,5909
63660,5909
67566,5910
327506,5910
21537,5910
6643,5910
67570,5910
9494,5910
67532,5910
6638,5910
6635,5910
6646,5910
6628,5910
6722,5910
6225,5910
323345,5910
6640,5910
6629,5910
312377,5910
21536,5910
6648,5910
77597,5910
18049,5910
5912,5910
6630,5910
79185,5910
6634,5910
53345,5910
6642,5910
82453,5910
21540,5910
6637,5910
21535,5910
21539,5910
6645,5910
77596,5910
6721,5910
6632,5910
61926,5910
67576,5910
6639,5910
61917,5910
5911,5910
6636,5910
6647,5910
80133,5910
67533,5910
6633,5910
67563,5910
77658,5910
6641,5910
21538,5910
53267,5910
53263,5910
16480,5913
78274,5913
5931,5913
50863,5913
80504,5913
62046,5913
14383,5913
65523,5913
77571,5913
77545,5913
62045,5913
292834,5913
65274,5913
5929,5913
304747,5913
6188,5913
14384,5913
5921,5914
5918,5914
5923,5914
5915,5914
5920,5914
5924,5914
5919,5914
5917,5914
5922,5914
260732,5914
5916,5914
327122,5915
327150,5916
80112,5918
80111,5918
80148,5921
80147,5921
80114,5922
80113,5922
5978,5927
14063,5927
5977,5927
14062,5927
18128,5927
17946,5927
14061,5927
6990,5929
6989,5929
6987,5929
6991,5929
6988,5929
6213,5930
65131,5931
6221,5931
80481,5931
52617,5931
65420,5931
234390,5932
234392,5932
5939,5935
5940,5935
232606,5936
232608,5936
5943,5941
276776,5941
5942,5941
5946,5944
5945,5944
5949,5947
5948,5947
12784,5947
5962,5950
5951,5950
5959,5950
5952,5950
5954,5953
5955,5953
5961,5959
5960,5959
5964,5962
5963,5962
5967,5965
5966,5965
68286,5968
5970,5968
68283,5968
276849,5968
5969,5968
276861,5968
68279,5968
68282,5968
276828,5968
276855,5968
5972,5971
5973,5971
12871,5977
12869,5977
12868,5977
12870,5977
12867,5977
12875,5978
12874,5978
12873,5978
12872,5978
12876,5978
12896,5979
12920,5979
12923,5979
12921,5979
12922,5979
12908,5980
12970,5980
12969,5980
12968,5980
12971,5980
14060,5981
77568,5981
52609,5981
5990,5981
77508,5981
6029,5982
6030,5982
6027,5982
6028,5982
7072,5982
6798,5983
6797,5983
8855,5983
6799,5983
6044,5983
5878,5985
11198,5985
11197,5985
321563,5985
321568,5985
5874,5985
321562,5985
11196,5985
11199,5985
65630,5986
86465,5986
11202,5986
11205,5986
11204,5986
65631,5986
11203,5986
86466,5986
11223,5988
11226,5988
6040,5988
11225,5988
11224,5988
65637,5991
65636,5991
6041,5993
16731,5993
16730,5993
65664,5993
16732,5993
16768,5994
65689,5994
6042,5994
16767,5994
16766,5994
16803,5995
16802,5995
6043,5995
65714,5995
16804,5995
6315,6005
6015,6005
6319,6005
6361,6005
6318,6005
6316,6005
6360,6005
6010,6005
6317,6005
6333,6006
6322,6006
6325,6006
6330,6006
6327,6006
6324,6006
6332,6006
6329,6006
6326,6006
6323,6006
6331,6006
6321,6006
6328,6006
6336,6007
6338,6007
6335,6007
6340,6007
6339,6007
6337,6007
6343,6008
6345,6008
6344,6008
6342,6008
6346,6008
6348,6009
6347,6009
6012,6010
6013,6010
6016,6015
72091,6017
6048,6017
72099,6017
16857,6021
6054,6021
6053,6022
82106,6022
14003,6022
8730,6027
8724,6027
7062,6027
8727,6027
8739,6027
8733,6027
8736,6027
7061,6027
8604,6028
7645,6028
8602,6028
8609,6028
8606,6028
8611,6028
8608,6028
8605,6028
8603,6028
8610,6028
8607,6028
65567,6028
8767,6029
8764,6029
7065,6029
8773,6029
8770,6029
8785,6030
8782,6030
8779,6030
7068,6030
8776,6030
6038,6037
6039,6037
11232,6040
10984,6040
11227,6040
11231,6040
11114,6040
11222,6040
10953,6040
11230,6040
11229,6040
11221,6040
11228,6040
11233,6040
11342,6041
11266,6041
11115,6041
10954,6041
11341,6041
11357,6041
11033,6041
9659,6041
11347,6041
10985,6041
11624,6041
11351,6041
11450,6042
11441,6042
11453,6042
11444,6042
11621,6042
10986,6042
11456,6042
11447,6042
11267,6042
11116,6042
10955,6042
11459,6042
11426,6043
11417,6043
11420,6043
11432,6043
11438,6043
11423,6043
10987,6043
11429,6043
13998,6043
11268,6043
11117,6043
10956,6043
13997,6043
11435,6043
8828,6044
8810,6044
7076,6044
8822,6044
8825,6044
8819,6044
8816,6044
8813,6044
8806,6044
6142,6044
7075,6044
8809,6044
11325,6045
11328,6045
11269,6045
11118,6045
10957,6045
11319,6045
11653,6045
11310,6045
11331,6045
11322,6045
10989,6045
11673,6045
11119,6046
10958,6046
11731,6046
11735,6046
11248,6046
11734,6046
11260,6046
11251,6046
11263,6046
10990,6046
11733,6046
11732,6046
11120,6047
10963,6047
11257,6047
11748,6047
11747,6047
10991,6047
11746,6047
11674,6047
11750,6047
11652,6047
11749,6047
11254,6047
11522,6048
11513,6048
11504,6048
10992,6048
11270,6048
11639,6048
11516,6048
11507,6048
11519,6048
11121,6048
10959,6048
11510,6048
65776,6050
65777,6050
11501,6053
11627,6053
11492,6053
10996,6053
11274,6053
11483,6053
11495,6053
11486,6053
11498,6053
11489,6053
10964,6053
11125,6053
11480,6054
11618,6054
11471,6054
11462,6054
11474,6054
11465,6054
11126,6054
10965,6054
11477,6054
11468,6054
10997,6054
11275,6054
11010,6062
11208,6062
10975,6062
11207,6062
11693,6062
11139,6062
11692,6062
11657,6062
11695,6062
11678,6062
11694,6062
6067,6063
6066,6063
11374,6064
10971,6064
11135,6064
11276,6064
11380,6064
11309,6064
11371,6064
11377,6064
11364,6064
11368,6064
11006,6064
7124,6066
11307,6066
7113,6066
8895,6066
7291,6066
8884,6066
77563,6066
8906,6066
7302,6066
77562,6066
8873,6066
8862,6066
8923,6066
7092,6067
77564,6067
7121,6067
8892,6067
7299,6067
7288,6067
8921,6067
8903,6067
7112,6067
8881,6067
8870,6067
8859,6067
77565,6067
11643,6068
11009,6068
11718,6068
11654,6068
10974,6068
11721,6068
11675,6068
11138,6068
11720,6068
11279,6068
11719,6068
11702,6069
11705,6069
11679,6069
11704,6069
11011,6069
11703,6069
11280,6069
11658,6069
10976,6069
11140,6069
11645,6069
6145,6142
8805,6142
10980,6165
11283,6165
11530,6165
11529,6165
11142,6165
11533,6165
11012,6165
11528,6165
11532,6165
11531,6165
11388,6166
11391,6166
10979,6166
11013,6166
11394,6166
11403,6166
11397,6166
11141,6166
11400,6166
11284,6166
6183,6167
6182,6167
6088,6169
6089,6169
6117,6171
6116,6171
6411,6172
6410,6172
6412,6176
6413,6176
55180,6188
78663,6188
55151,6188
55142,6188
55206,6189
55205,6189
55208,6190
55207,6190
6193,6191
6192,6191
6196,6194
6195,6194
6197,6194
12140,6195
12139,6195
12141,6196
12142,6196
12144,6197
12143,6197
65387,6198
65386,6198
6204,6199
6201,6199
6207,6199
6209,6199
6206,6199
323339,6199
6203,6199
6200,6199
6202,6199
6208,6199
6205,6199
6210,6199
291232,6200
291234,6200
291236,6201
291238,6201
291204,6202
291206,6202
291202,6203
291200,6203
291198,6204
291196,6204
291208,6205
291210,6205
291214,6206
291212,6206
291218,6207
291216,6207
291224,6208
291220,6208
291226,6209
291222,6209
291228,6210
291230,6210
5930,6212
5927,6212
18062,6213
18061,6213
6217,6215
6218,6215
18151,6221
18157,6221
18176,6222
18175,6222
18172,6223
18174,6223
18177,6224
18178,6224
53632,6225
53631,6225
12132,6228
6246,6228
54236,6228
6233,6228
65515,6228
12131,6228
6237,6228
323330,6228
268949,6228
327366,6228
65514,6228
6232,6228
272320,6228
6239,6228
327083,6228
6247,6228
6234,6228
78582,6228
6670,6228
77213,6228
6231,6228
53612,6228
272326,6228
53554,6229
53553,6229
53556,6230
53555,6230
53542,6231
53541,6231
53535,6232
53534,6232
53560,6233
53559,6233
53634,6235
53633,6235
53636,6236
53635,6236
53606,6237
53607,6237
53530,6239
53536,6239
53540,6240
53539,6240
6704,6241
6697,6241
6703,6241
6702,6241
53543,6242
6700,6242
6699,6242
53544,6242
53538,6243
53537,6243
53599,6244
53598,6244
6713,6245
6714,6245
14469,6246
14468,6246
53613,6247
53558,6247
53609,6248
53608,6248
53611,6249
53610,6249
6254,6250
6257,6250
6256,6250
6253,6250
53614,6250
53524,6250
6252,6250
6255,6250
53630,6251
53629,6251
53615,6252
53616,6252
53618,6253
53617,6253
53626,6254
53625,6254
53624,6255
53623,6255
53622,6256
53621,6256
53619,6257
53620,6257
6259,6258
6260,6258
6979,6261
6980,6261
6982,6262
6981,6262
6984,6263
6983,6263
6985,6264
6986,6264
9489,6266
9490,6266
9479,6266
9540,6266
83331,6266
9484,6266
9488,6266
9486,6266
9491,6266
321959,6266
9541,6266
9487,6266
9495,6266
9485,6266
83332,6266
6272,6275
6274,6275
6271,6275
6273,6275
6572,6276
6961,6276
6575,6279
65520,6279
6914,6279
6727,6279
6971,6279
6284,6279
6972,6279
6580,6279
6726,6279
6969,6279
6970,6279
6283,6280
6282,6280
6281,6280
6956,6281
6955,6281
6958,6282
6957,6282
6959,6283
6960,6283
6286,6284
6275,6284
6968,6284
6285,6284
6289,6284
6920,6287
6923,6287
6921,6287
6922,6287
6292,6290
6291,6290
6295,6293
6294,6293
6298,6296
6297,6296
6301,6299
6300,6299
6303,6302
6305,6302
6307,6306
6308,6306
6311,6309
6310,6309
6314,6312
6313,6312
6350,6315
6349,6315
6352,6316
6351,6316
6353,6317
6354,6317
6356,6318
6355,6318
6359,6319
6357,6319
6366,6321
6367,6321
6369,6322
6368,6322
6370,6323
6371,6323
6373,6324
6372,6324
6374,6325
6375,6325
6377,6326
6376,6326
6379,6327
6378,6327
6380,6328
6381,6328
6382,6329
6383,6329
6385,6330
6384,6330
6387,6331
6386,6331
6388,6332
6466,6332
6399,6333
6390,6335
6389,6335
6391,6336
6392,6336
6393,6337
6394,6337
6395,6338
6396,6338
6398,6339
6397,6339
6401,6342
6400,6342
6403,6343
6402,6343
6404,6344
6405,6344
6407,6345
6406,6345
6409,6346
6408,6346
6363,6360
6362,6360
6365,6361
6364,6361
6418,6414
6417,6414
6419,6415
6420,6415
6422,6416
6421,6416
6429,6423
6428,6423
6430,6424
6431,6424
6433,6425
6432,6425
6435,6426
6434,6426
6436,6427
6437,6427
6442,6440
6441,6440
6450,6443
6451,6443
6453,6444
6452,6444
6455,6445
6454,6445
6456,6446
6457,6446
6459,6447
6458,6447
6461,6448
6460,6448
6463,6449
6462,6449
6487,6467
6486,6467
6488,6468
6489,6468
6490,6469
6491,6469
6467,6470
6468,6470
6469,6470
6474,6471
6482,6471
6477,6471
6485,6471
6479,6471
6476,6471
6484,6471
6481,6471
6483,6471
6478,6471
6475,6471
6480,6471
6541,6472
6543,6472
6540,6472
6542,6472
6553,6473
6556,6473
6555,6473
6554,6473
6552,6473
6517,6474
6516,6474
6519,6475
6518,6475
6520,6476
6521,6476
6523,6477
6522,6477
6525,6478
6524,6478
6527,6479
6526,6479
6529,6480
6528,6480
6530,6481
6531,6481
6532,6482
6533,6482
6535,6483
6534,6483
6537,6484
6536,6484
6538,6485
6539,6485
6545,6540
6544,6540
6546,6541
6547,6541
6548,6542
6549,6542
6551,6543
6550,6543
6558,6552
6557,6552
6559,6553
6560,6553
6561,6554
6562,6554
6564,6555
6563,6555
6566,6556
6565,6556
18139,6567
18138,6567
6574,6572
6573,6572
6887,6575
12177,6575
6934,6575
6603,6575
6594,6575
6886,6575
6602,6575
53546,6578
53545,6578
6945,6580
6909,6580
6911,6580
6937,6580
6613,6580
6910,6580
6595,6594
6578,6594
6596,6594
53547,6595
53548,6595
6599,6596
6597,6596
6598,6596
6605,6604
6903,6604
10972,6621
11136,6621
11676,6621
11769,6621
11761,6621
11655,6621
11765,6621
11773,6621
11277,6621
11007,6621
12220,6621
6625,6623
6624,6623
6649,6628
6651,6628
6653,6628
6650,6628
6652,6628
6654,6629
75284,6629
223441,6629
223443,6629
68421,6629
75285,6629
69235,6629
6655,6629
78249,6635
78248,6635
75820,6636
75819,6636
78427,6638
78426,6638
302739,6647
302737,6647
6656,6654
6657,6654
6658,6655
6659,6655
53680,6670
53679,6670
53675,6681
6683,6681
53674,6681
6677,6690
53678,6690
53588,6691
53587,6691
53589,6692
53590,6692
53592,6694
53591,6694
53596,6695
53597,6695
53577,6697
53578,6697
53582,6699
53581,6699
53584,6700
53583,6700
53573,6702
53574,6702
53580,6703
53579,6703
53576,6704
53575,6704
53565,6705
53566,6705
53570,6706
53569,6706
53568,6707
53567,6707
53561,6708
53562,6708
53564,6709
53563,6709
6684,6718
6682,6718
6681,6718
12180,6719
6689,6719
6690,6719
50897,6720
50899,6720
79197,6722
79196,6722
6604,6726
6932,6726
6608,6726
6616,6726
6905,6726
6607,6726
6904,6726
6582,6726
6906,6727
6912,6727
7531,6735
7530,6735
14148,6783
14147,6783
7550,6786
7549,6786
7528,6791
7527,6791
8796,6797
8793,6797
7054,6797
8792,6797
8789,6797
8799,6797
8788,6797
8802,6797
8840,6798
7053,6798
8837,6798
8834,6798
8831,6798
7079,6799
8843,6799
8846,6799
8852,6799
8849,6799
78604,6870
78630,6870
78623,6870
65389,6871
65388,6871
55156,6872
55155,6872
55172,6873
55173,6873
78620,6874
78619,6874
78622,6875
78621,6875
65390,6877
65391,6877
55157,6880
55158,6880
55160,6881
55159,6881
11182,6886
6587,6886
6584,6886
6589,6886
6588,6886
6577,6886
6579,6887
6576,6887
12176,6887
6610,6904
6611,6904
6908,6904
6907,6904
6626,6905
6623,6905
6940,6906
6939,6906
6941,6906
6609,6909
6933,6909
6614,6910
6748,6910
6581,6910
6947,6910
6946,6910
6612,6910
6938,6911
6622,6911
6583,6911
6950,6912
6949,6912
6917,6914
77601,6914
6918,6914
6915,6914
6943,6915
6942,6915
6944,6915
6953,6917
6952,6917
6954,6917
6951,6917
6924,6920
6925,6920
6927,6921
6926,6921
6929,6922
6928,6922
6931,6923
6930,6923
6606,6932
6615,6932
6590,6934
6900,6934
6902,6934
6901,6934
6963,6961
6962,6961
53550,6964
53549,6964
53069,6965
53070,6965
53552,6966
53551,6966
53533,6967
53532,6967
12672,6969
10983,6969
12673,6969
12706,6970
12687,6970
6993,6987
7001,6987
6997,6987
7000,6987
6992,6987
6999,6987
6996,6987
6998,6987
7660,6988
7019,6988
7016,6988
7662,6988
7021,6988
7018,6988
7659,6988
7020,6988
7661,6988
7658,6988
7017,6988
7663,6988
7678,6989
7026,6989
7679,6989
7680,6989
7027,6989
7030,6990
7689,6990
7688,6990
7690,6990
7687,6990
7034,6991
7033,6991
6994,6992
6995,6992
7003,6993
7002,6993
7005,6996
7004,6996
7007,6997
7006,6997
7008,6998
24105,6998
7011,6999
7010,6999
7013,7000
7012,7000
7015,7001
7014,7001
7022,7016
7023,7016
7024,7017
7025,7017
7650,7018
7651,7018
7653,7019
7652,7019
7655,7020
7654,7020
7657,7021
7656,7021
7029,7026
7028,7026
7676,7027
7677,7027
7031,7030
7032,7030
7040,7036
7039,7036
7038,7036
72139,7037
7041,7037
6085,7045
6083,7045
321668,7052
5983,7052
5988,7052
5982,7052
321770,7052
5992,7052
7078,7053
7077,7053
6813,7054
6805,7054
6814,7061
6806,7061
6833,7062
6822,7062
7066,7065
7067,7065
7069,7068
7070,7068
7074,7072
7073,7072
6070,7075
6071,7075
6090,7076
6091,7076
7081,7079
7080,7079
7087,7085
67355,7085
7086,7085
67363,7085
67358,7085
6114,7092
6115,7092
14027,7094
14028,7094
7099,7095
7100,7095
7097,7099
7096,7099
7098,7100
7101,7100
13294,7104
13293,7104
7138,7104
14153,7110
7236,7110
321901,7110
7246,7110
7233,7110
14154,7110
6149,7112
6155,7112
6108,7113
6111,7113
7116,7114
65906,7114
7115,7114
7119,7117
7118,7117
7123,7121
7122,7121
11111,7124
11084,7124
7127,7125
7126,7125
7130,7128
7129,7128
9524,7138
9566,7138
9523,7138
7173,7138
7172,7138
9530,7138
75134,7138
9605,7143
9606,7143
76979,7144
76983,7144
19805,7144
19822,7144
76987,7144
77064,7144
15822,7144
9739,7144
16516,7144
76986,7144
323110,7144
76977,7144
77063,7144
76981,7144
76985,7144
15823,7144
19806,7144
77061,7144
76984,7144
59086,7145
9592,7145
82723,7145
59328,7145
55132,7145
56958,7145
30514,7145
27355,7145
9586,7145
9595,7145
302986,7145
77436,7145
55239,7145
60959,7145
15664,7146
59056,7146
7473,7146
18706,7146
14919,7146
19386,7146
9602,7146
15068,7146
302589,7146
55076,7146
321941,7146
19653,7146
19683,7146
55075,7146
45673,7146
75801,7146
67745,7146
15724,7146
55511,7146
15052,7146
320425,7146
15720,7146
15064,7146
45672,7146
9404,7146
13119,7146
79063,7149
7157,7149
7152,7149
72979,7149
7159,7149
7160,7149
7482,7149
7161,7149
7158,7149
327935,7153
231424,7153
7182,7153
322163,7153
322164,7153
327934,7153
7154,7153
321003,7157
321002,7157
222947,7159
222948,7159
45664,7160
45663,7160
269098,7161
269100,7161
269306,7163
269304,7163
7176,7174
7175,7174
7108,7180
7133,7180
222943,7181
222944,7181
7183,7182
7184,7182
7186,7183
7185,7183
7188,7184
7187,7184
7309,7195
7310,7195
7205,7203
7204,7203
7213,7209
